,id,address,date,cause,longitude,latitude,done
28105,3101011201402989,南京东路进福建中路东约30米,2014-01-11 16:10:00.0,绿地分中心,121.46154791116714,31.233041752668996,1
28137,3101011201403280,河南中路南京东路南约0米,2014-03-04 15:45:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
28570,3101011201407347,南京东路福建中路南约0米,2014-05-09 23:00:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47618924646018,31.237171522938805,1
28835,3101011201409820,南京东路出福建中路西约50米,2014-06-17 21:50:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
28934,3101011201410636,中山东一路南京东路南约0米,2014-06-30 22:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
28971,3101011201411085,南京东路江西中路南约0米,2014-07-08 13:50:00.0,上海市公安局黄浦分局交通警察支队一中队,121.48215950922507,31.239767451026275,1
29109,3101011201412265,南京东路西藏中路东约10米,2014-07-16 13:45:00.0,绿地分中心,121.47096507195369,31.23785332961822,1
29214,3101011201413214,四川中路进南京东路南约20米,2014-08-11 11:25:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
29287,3101011201413901,山东中路南京东路北约0米,2014-08-24 07:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
29331,3101011201414349,南京东路河南中路南约1米,2014-08-22 18:25:00.0,瀚博分中心,121.48117670822857,31.23732484158225,1
29367,3101011201414625,南京东路河南中路东约10米,2014-08-21 19:45:00.0,绿地分中心,121.47096507195369,31.23785332961822,1
29385,3101011201414817,南京东路中山东一路西约50米,2014-09-08 23:50:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
29440,3101011201415355,南京东路中山东一路西约30米,2014-09-16 12:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
29461,3101011201415593,西藏中路南京东路北约2米,2014-09-20 02:00:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47915913391535,31.239069200609805,1
29631,3101011201417175,南京东路江西中路西约0米,2014-08-24 02:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
29685,3101011201417660,四川中路南京东路南约0米,2014-10-22 19:30:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
29941,3101011201420254,西藏中路出南京东路北约30米,2014-11-29 18:08:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
29947,3101011201420225,南京东路福建中路东约0米,2014-11-29 12:00:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
29983,3101011201420704,中山东一路进南京东路北约20米,2014-08-12 19:35:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.48581289794502,31.23900747487284,1
30300,3101011201500741,南京东路河南中路东约0米,2015-01-17 17:05:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
30422,3101011201501617,六合路南京东路东约0米,2015-02-02 15:17:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
30470,3101011201502169,南京东路福建中路东约0米,2015-02-11 19:20:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47096507195369,31.23785332961822,1
30721,3101011201504289,浙江中路进南京东路南约3米,2015-03-25 13:20:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
30910,3101011201506237,西藏中路南京东路东约0米,2015-04-26 19:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47096507195369,31.23785332961822,1
31102,3101011201508049,四川中路进南京东路北约50米,2015-03-21 11:17:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
31165,3101011201508623,南京东路中山东一路东约0米,2015-06-03 20:55:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47694711211875,31.248560448882866,1
31515,3101011201511703,中山东一路南京东路东约0米,2015-07-27 09:10:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47694711211875,31.248560448882866,1
31796,3101011201514532,南京东路出河南中路西约20米,2015-09-12 18:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
31810,3101011201514653,中山东一路南京东路南约0米,2015-09-03 21:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
32108,3101011201517313,南京东路出中山东一路西约50米,2015-10-31 18:00:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
32135,3101011201517519,中山东一路南京东路南约10米,2015-11-06 08:45:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
32527,3101011201521276,南京东路进中山东一路西约60米,2015-11-15 17:50:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
32628,3101011201600799,南京东路福建中路东约0米,2016-01-21 15:31:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47096507195369,31.23785332961822,1
32629,3101011201600787,浙江中路南京东路南约0米,2016-01-21 09:28:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
32718,3101011201601532,南京东路出四川中路西约20米,2016-02-08 13:45:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
32735,3101011201601739,中山东一路出南京东路南约20米,2016-02-17 10:50:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.48581289794502,31.23900747487284,1
32744,3101011201601897,浙江中路南京东路南约0米,2016-02-21 15:25:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
32775,3101011201602162,江西中路进南京东路北约10米,2016-02-27 16:50:00.0,上海市公安局黄浦分局交通警察支队一中队,121.47915913391535,31.239069200609805,1
32822,3101011201602503,南京东路中山东一路西约0米,2016-03-07 00:30:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
33246,3101011201607100,中山东一路南京东路北约0米,2016-06-15 23:05:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.48581289794502,31.23900747487284,1
33292,3101011201607562,南京东路进中山东一路西约50米,2016-06-26 19:45:00.0,上海市公安局黄浦分局交通警察支队第一责任区,121.47915913391535,31.239069200609805,1
33400,3101011201608778,南京东路中山东一路东约0米,2016-07-24 23:58:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47694711211875,31.248560448882866,1
33488,3101011201609640,南京东路福建中路西约0米,2016-08-12 22:50:00.0,上海市公安局黄浦分局交通警察支队隧桥责任区,121.47618924646018,31.237171522938805,1
33817,3101011201612807,南京东路进浙江中路东约10米,2016-10-30 07:30:00.0,上海市公安局黄浦分局交通警察支队第二责任区,121.47096507195369,31.23785332961822,1
33874,3101012200700041,南京东路置地广场,2007-06-21 17:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47769055366531,31.23818838442393,1
33892,3101012200700143,中山东一路、南京东路,2007-06-27 23:10:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.48581289794502,31.23900747487284,1
33914,3101012200700273,南京东路789号,2007-06-29 22:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47165348464354,31.236408956435103,1
33926,3101012200700337,黄陂北路、南京东路,2007-06-29 15:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
33938,3101012200700456,中山东一路、南京东路,2007-07-05 19:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
33967,3101012200700726,南京东路、贵州路,2007-07-10 20:28:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
33991,3101012200700960,南京东路、山东路,2007-07-10 12:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
33997,3101012200701004,南京东路、山西南路,2007-07-18 08:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47783499377566,31.238914451612178,1
34005,3101012200701054,南京东路、金华路,2007-07-14 10:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
34103,3101012200702020,南京东路61号内,2007-08-08 15:10:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.48384574262363,31.2405011053614,1
34123,3101012200702187,南京东路201号车库,2007-08-15 08:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48150312968048,31.23971745961372,1
34137,3101012200702315,南京东路60号,2007-08-16 15:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48417026426688,31.240826951361942,1
34141,3101012200702382,南京东路789号车库,2007-08-10 11:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47165348464354,31.236408956435103,1
34199,3101012200703014,西藏中路、南京东路,2007-09-02 19:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
34218,3101012200703177,河南中路、南京东路,2007-09-04 16:00:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
34253,3101012200703447,河南中路、南京东路,2007-09-10 09:20:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
34268,3101012200703594,中山东一路、 南京东路,2007-08-21 20:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
34368,3101012200704537,中山东一路、南京东路,2007-10-03 11:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
34410,3101012200704992,广西南路、南京东路,2007-10-09 11:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
34419,3101012200705050,中山东一路、南京东路,2007-10-17 19:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
34434,3101012200705210,河南中路、南京东路,2007-10-20 16:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
34503,3101012200705871,南京东路、四川路,2007-11-03 06:40:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
34551,3101012200706308,中山东一路、南京东路,2007-11-12 14:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
34647,3101012200707090,南京东路外滩,2007-12-02 01:17:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.4793904207005,31.240344195700015,1
34654,3101012200707138,河南中路、南京东路,2007-12-03 13:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
34655,3101012200707150,南京东路61号内,2007-11-22 19:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48384574262363,31.2405011053614,1
34899,3101012200801107,南京东路61号内,2008-01-08 17:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48384574262363,31.2405011053614,1
34912,3101012200801253,河南中路、南京东路,2008-01-21 20:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
34922,3101012200801350,中山东一路近南京东路,2008-01-21 09:51:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
34957,3101012200801847,中山东一路近南京东路,2008-02-01 13:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
34962,3101012200801952,南京东路88号,2008-02-02 15:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48360648966998,31.240741013270526,1
35018,3101012200802455,南京东路近河南中路,2008-02-20 17:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48117670822857,31.23732484158225,1
35060,3101012200802843,中山东一路近南京东路,2008-02-29 13:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
35068,3101012200802910,南京东路61号内,2008-02-25 09:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48384574262363,31.2405011053614,1
35075,3101012200803061,四川中路近南京东路,2008-02-28 10:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
35144,3101012200803580,南京东路、九江路,2008-03-07 22:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
35147,3101012200803620,南京东路800号地库,2008-03-15 17:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.46809000714792,31.243396900965774,1
35185,3101012200804032,南京东路近江西中路,2008-03-25 12:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
35455,3101012200806655,河南中路近南京东路,2008-05-20 14:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
35492,3101012200807093,河南南路近南京东路,2008-05-29 23:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
35563,3101012200807795,南京东路61号内,2008-06-17 03:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48384574262363,31.2405011053614,1
35822,3101012200810575,南京东路、黄河路,2008-08-09 05:00:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
35829,3101012200810633,南京东路近江西中路,2008-08-12 09:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
35834,3101012200810689,中山东一路、南京东路,2008-08-05 15:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
35890,3101012200811318,南京东路近贵州路,2008-08-28 21:37:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
35967,3101012200812040,中山东一路近南京东路（绿地中心）,2008-06-10 08:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.5019759433396,31.240021481737063,1
36070,3101012200812893,南京东路、江西中路,2008-09-21 08:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
36134,3101012200813510,南京东路800号,2008-10-11 17:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.4709791583231,31.237015989709622,1
36338,3101012200815583,南京东路福建中路00米,2008-11-19 09:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
36371,3101012200815836,浙江中路南京东路00米,2008-11-08 13:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
36426,3101012200816514,南京东路中山东一路00米,2008-12-08 11:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
36478,3101012200817076,河南中路南京东路00米,2008-12-16 21:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
36553,3101012200817860,南京东路河南中路00米(绿地中心),2008-09-20 14:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.43075858031762,31.222464227291248,1
36555,3101012200817868,河南中路南京东路00米(绿地中心),2008-10-10 16:38:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.43075858031762,31.222464227291248,1
36622,3101012200900580,南京东路山东中路00米,2009-01-01 19:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48001234775163,31.236372917670767,1
36648,3101012200900816,南京东路中山东一路00米(绿地中心),2008-12-23 09:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.5019759433396,31.240021481737063,1
36713,3101012200901457,南京东路浙江中路00米,2009-01-21 18:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47423270701847,31.236566093075147,1
36734,3101012200901722,南京东路福建中路00米,2009-01-27 17:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
36780,3101012200902194,南京东路福建中路00米（绿地中心）,2009-02-13 11:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.43075858031762,31.222464227291248,1
36828,3101012200902598,中山东一路南京东路00米,2009-02-20 17:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
36834,3101012200902788,中山东一路南京东路00米,2009-02-25 14:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
36838,3101012200902707,南京东路出中山东一路0100米,2009-02-22 14:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
36880,3101012200903110,中山东一路南京东路00米,2009-03-05 22:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
36884,3101012200903169,南京东路石潭弄00米,2009-03-07 13:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47483429662167,31.241215657341158,1
36890,3101012200903236,广西北路南京东路00米,2009-03-05 11:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
36947,3101012200903732,河南中路南京东路00米,2009-03-17 16:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
36987,3101012200904043,浙江中路南京东路00米,2009-03-26 19:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
37001,3101012200904110,河南中路南京东路00米,2009-03-27 15:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
37042,3101012200904513,中山东一路南京东路00米,2009-03-25 14:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37096,3101012200904910,南京东路中山东一路00米,2009-04-09 14:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37183,3101012200905727,福建中路出南京东路030米,2009-04-18 12:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
37277,3101012200906472,南京东路中山东一路00米,2009-05-09 20:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37367,3101012200907320,浙江中路南京东路00米,2009-05-27 14:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
37422,3101012200907913,南京东路中山东一路00米(绿地中心),2009-05-29 12:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.5019759433396,31.240021481737063,1
37488,3101012200908428,中山东一路南京东路00米,2009-06-22 08:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37553,3101012200908931,南京东路福建中路00米,2009-06-10 11:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
37588,3101012200909257,南京东路中山东一路00米,2009-07-09 20:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48629366561224,31.237202057835237,1
37589,3101012200909259,江西中路南京东路00米,2009-07-09 16:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
37612,3101012200909454,南京东路中山东一路00米,2009-07-13 19:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37614,3101012200909462,中山东一路南京东路00米,2009-07-14 00:55:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37754,3101012200910629,中山东一路南京东路00米,2009-08-04 23:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37889,3101012200911947,南京东路中山东一路00米,2009-09-01 15:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48629366561224,31.237202057835237,1
37901,3101012200912057,南京东路四川中路00米,2009-09-04 05:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
37940,3101012200912384,南京东路中山东一路00米,2009-09-04 18:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
37978,3101012200912776,浙江中路南京东路00米,2009-08-28 12:01:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38013,3101012200913049,南京东路浙江中路00米,2009-09-19 14:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47436720331174,31.236192108089913,1
38063,3101012200913400,南京东路中山东一路00米,2009-09-27 15:55:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38106,3101012200913777,福建中路南京东路00米,2009-10-02 17:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38147,3101012200914085,河南中路南京东路00米(绿地中心),2009-09-19 11:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.43075858031762,31.222464227291248,1
38169,3101012200914344,南京东路广西北路00米,2009-10-17 22:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47303908612403,31.23590209354829,1
38222,3101012200914865,南京东路山东中路00米,2009-10-06 10:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48001234775163,31.236372917670767,1
38290,3101012200915388,中山东一路南京东路00米,2009-11-02 12:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38417,3101012200916709,中山东一路南京东路00米,2009-12-06 18:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38447,3101012200916963,南京东路中山东一路00米(绿地中心),2009-12-08 18:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.5019759433396,31.240021481737063,1
38452,3101012200917035,南京东路福建中路00米,2009-12-11 22:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
38465,3101012200917184,南京东路四川中路00米,2009-11-27 16:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38469,3101012200917222,山东中路南京东路00米,2009-12-05 15:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38529,3101012200917775,南京东路中山东一路00米(理赔中心),2009-09-09 09:45:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38545,3101012200917948,福建中路南京东路00米,2009-06-15 12:50:00.0,上海市公安局黄浦分局交通警察支队机动责任区,121.47915913391535,31.239069200609805,1
38560,3101012200918046,南京东路四川中路00米,2009-01-17 13:55:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38583,3101012201000252,中山东一路南京东路00米,2009-12-21 14:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38588,3101012201000285,南京东路中山东一路00米,2009-12-30 14:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48629366561224,31.237202057835237,1
38601,3101012201000374,广西北路南京东路00米,2010-01-01 13:06:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38635,3101012201000689,中山东一路南京东路00米,2010-01-09 00:17:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38636,3101012201000691,南京东路江西中路00米,2010-01-09 02:16:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48215950922507,31.239767451026275,1
38638,3101012201000730,中山东一路南京东路00米,2010-01-15 13:25:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38659,3101012201000943,四川中路南京东路00米,2010-01-21 10:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38670,3101012201001046,南京东路山西南路00米,2010-01-22 21:55:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47783499377566,31.238914451612178,1
38678,3101012201001139,河南中路南京东路00米,2009-12-29 09:40:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38684,3101012201001173,南京东路中山东一路00米,2010-01-27 09:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38783,3101012201002038,南京东路中山东一路00米,2010-02-25 10:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48629366561224,31.237202057835237,1
38809,3101012201002380,南京东路浙江中路00米,2010-03-08 16:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47423270701847,31.236566093075147,1
38816,3101012201002419,中山东一路南京东路00米,2010-02-24 08:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38823,3101012201002461,南京东路中山东一路00米,2010-03-10 13:59:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38828,3101012201002496,中山东一路南京东路00米,2010-03-12 23:03:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38846,3101012201002750,中山东一路南京东路00米,2010-03-19 20:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38910,3101012201003344,南京东路山西南路00米,2010-04-09 13:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47783499377566,31.238914451612178,1
38913,3101012201003359,中山东一路南京东路00米,2010-04-10 23:10:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38920,3101012201003443,南京东路山东中路00米,2010-04-18 21:51:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48001234775163,31.236372917670767,1
38939,3101012201003584,南京东路四川中路00米,2010-04-24 16:26:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38942,3101012201003597,南京东路六合路00米,2010-04-18 15:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
38951,3101012201003673,中山东一路南京东路00米,2010-04-16 00:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38960,3101012201003733,中山东一路南京东路00米,2010-03-19 10:00:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
38986,3101012201004127,南京东路浙江中路00米,2010-05-07 14:35:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47423270701847,31.236566093075147,1
39097,3101012201005354,南京东路四川中路00米,2010-05-26 15:20:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
39139,3101012201005725,南京东路河南中路00米,2010-06-06 22:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48117670822857,31.23732484158225,1
39240,3101012201006876,浙江中路南京东路00米,2010-07-19 18:30:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
39306,3101012201007420,浙江中路南京东路00米,2010-08-14 10:15:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47915913391535,31.239069200609805,1
39330,3101012201007702,南京东路福建中路00米,2010-08-17 18:05:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.47618924646018,31.237171522938805,1
39461,3101012201009017,中山东一路南京东路00米,2010-09-18 18:50:00.0,上海市公安局黄浦分局交通警察支队事故违章审理科,121.48581289794502,31.23900747487284,1
